url	status
https://nid.naver.com/nidlogin.login?mode=form&url=https%3A%2F%2Fnid.naver.com%2Fuser2%2Fapi%2Froute%3Fm%3DroutePcMyInfo	0
http://192.168.0.239/ac7aaf550d36c38a4511d85bdbac4647/53/ndex.php	1
https://login.coupang.com/login/login.pang?rtnUrl=https%3A%2F%2Fwww.coupang.com%2Fnp%2Fpost%2Flogin%3Fr%3Dhttp%253A%252F%252Fwww.coupang.com%252F	0
http://192.168.0.239/59cbcb92a2e37be93325ae4fe1761754/53/ndex.php	1
https://accounts.google.com/v3/signin/identifier?continue=https%3A%2F%2Fwww.google.com%2F%3Fclient%3Dsafari%26channel%3Diphone_bm&dsh=S1344220836%3A1769525782190565&ec=futura_exp_og_so_72776762_e&hl=ko&ifkv=AXbMIuDi_gfe_I9C21txw1NjOO_vFPqwuhYUKjhhZflBOFF8sDpqzFnSs_tztj2DKxCF4qjth-_v&passive=true&flowName=GlifWebSignIn&flowEntry=ServiceLogin	0
http://192.168.0.239/www.wisefinserv.com_128.zip_d5e185165e5b200271b1/128/index.html	1
https://github.com/login	0
http://192.168.0.239/3bdf16c53b08d767c100482629777f7a/2/MIC/	1
https://login.microsoftonline.com/common/oauth2/v2.0/authorize?client_id=4765445b-32c6-49b0-83e6-1d93765276ca&redirect_uri=https%3A%2F%2Fwww.office.com%2Flandingv2&response_type=code%20id_token&scope=openid%20profile%20https%3A%2F%2Fwww.office.com%2Fv2%2FOfficeHome.All&response_mode=form_post&nonce=639051266645820369.NWZhMjNiNmQtMzRmOS00YWU3LTk2YjItZGU0YjUzMTZiY2JhZTAxZmZiMGQtYjA1YS00ODMyLThiNTctMjNjZmI1N2NiMDc4&ui_locales=ko-KR&mkt=ko-KR&client-request-id=43a847da-623a-4551-a230-ed24d661d1a1&state=YHaVr6NGwF83DopVn8s2k0yIhaxDeSl2i1arpMPRNY9-8rUIgb8D7cWhxUXuM1IM8zjlzxcyWyVgMPihfBDSugWcg__BDDrtuBjJhviuWqUjvvEzdudeKqbLPjOlW88WUA0E5OC8pNt7nzCbQ2RdC2IxM9Q_Entab5qCgZvT9YiTSTlJYsJZ8PFPya2NZBqByA86T8VaM6MI7IJHohwedFKeMeTxNZ8pVXjSGgpTGCUrbbbtlQ3RXqX0b-nKSPqdqr_9Jx8lNT5M1gDJi8xKJK2cZ9UK1UO8kfHdj3QCqdYCGXhtMfUZb9hzIdTms6nxRYHVGG3yu_HudBiWdAVYIPB1lXkB893858QjVUT5corWex8_I34hrRPM-UJaJCi5IUDT0N9jLa2dKdhieGhWybwA2Bf6wwI4pJ1hFMnU2mQeQAbz6fPxKfQhNyp4Xi17xm3KuJs6MeSiIopdcaMslQ&x-client-SKU=ID_NET8_0&x-client-ver=8.5.0.0	0
http://192.168.0.239/170106c383b43eac7bae92a974de3369/acceso/es/clients/login.php?verification#_	1
https://www.facebook.com/	0
http://192.168.0.239/4d370fa1-2827-4593-868a-9eab1c68f3e5/Alimail/?email=test@gmail.com	1
https://store.steampowered.com/login/?redir_ssl=1	0
http://192.168.0.239/a3ca15b929c556f04c2c1bc1b2ecc4e5/amefirst/DOMAIN/index.html#wa=wsignin1.0&rpsnv=13&ct=1539585327&rver=7.0.6737.0&wp=MBI_SSL&wreply=https%3a%2f%2foutlook.live.com%2fowa%2f%3fnlp%3d1%26RpsCsrfState%3d715d44a2-2f11-4282-f625-a066679e96e2&id=292841&CBCXT=out&lw=1&fl=dob%2cflname%2cwld&cobrandid=90015&domain=	1
https://accounts.kakao.com/login/?continue=https%3A%2F%2Fkauth.kakao.com%2Foauth%2Fauthorize%3Fclient_id%3D53e566aa17534bc816eb1b5d8f7415ee%26prompt%3Dselect_account%26state%3D16f8c236-2983-4cc3-9ddd-0dbc8574b099%26redirect_uri%3Dhttps%253A%252F%252Flogins.daum.net%252Faccounts%252Foauth%252Fkakao%252Fcallback%26response_type%3Dcode%26auth_tran_id%3D~ekrrRm5DCSx0JB1byLCYS.ZnyTJtTujzeSeLgljs5RO3D7hBEe2SQOgCmTZ%26ka%3Dsdk%252F2.7.6%2520os%252Fjavascript%2520sdk_type%252Fjavascript%2520lang%252Fko-KR%2520device%252FWin32%2520origin%252Fhttps%25253A%25252F%25252Flogins.daum.net%2520app_key%252F53e566aa17534bc816eb1b5d8f7415ee%26is_popup%3Dfalse%26through_account%3Dtrue#login	0
http://192.168.0.239/b76492995a7f3760d85424bb3add0dc6/aollfss/aollfss/aollfss/aolfs/login.php	1
https://auth.wikimedia.org/kowiki/wiki/%ED%8A%B9%EC%88%98:%EB%A1%9C%EA%B7%B8%EC%9D%B8?useformat=desktop&usesul3=1&returnto=%EC%9C%84%ED%82%A4%EB%B0%B1%EA%B3%BC%3A%EB%8C%80%EB%AC%B8&centralauthLoginToken=555e38a64186b3cbd8516175f7052e9a	0
http://192.168.0.239/2ec4ddd4-1cb7-49ea-a0b3-8b83b846cf94/asdf/17119f2a092519b2489474c7442cea48/index.html	1
https://login.yahoo.com/?.lang=en-US&src=homepage&.done=https%3A%2F%2Fwww.yahoo.com%2F%3Fguccounter%3D1%26guce_referrer%3DaHR0cHM6Ly93d3cuZ29vZ2xlLmNvbS8%26guce_referrer_sig%3DAQAAAAyuf3N32C8jM69NYb0BambEN8ofNQE-r-7SFBxlDOydMufYc5UT01szjAQ2PQbBTbihhdpfXrAZb3uRR779_UIgxriauhoXlKcwGABdX9u28lNiZXaxBaAyf8ctelVT0OY4uDpdHO3PkBycHAeZrCniafU7monff7_4L9sG7WV3&pspid=2023538075&activity=ybar-signin	0
http://192.168.0.239/27c5eeec7b123f85287987d7f8d03f0f/arves/login.php	1
https://www.amazon.com/-/ko/ap/signin?openid.pape.max_auth_age=0&openid.return_to=https%3A%2F%2Fwww.amazon.com%2F%3Fref_%3Dnav_ya_signin&openid.identity=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.assoc_handle=usflex&openid.mode=checkid_setup&openid.claimed_id=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0%2Fidentifier_select&openid.ns=http%3A%2F%2Fspecs.openid.net%2Fauth%2F2.0	0
http://192.168.0.239/3a14a23d4bb8a2d06ee845d0e6cca5f1/BDO/sso/login.php	1
https://accounts.kt.com/wamui/AthWeb.do?urlcd=https://my.kt.com/main.jsp	0
http://192.168.0.239/76dd4e691811d5e9d927fabe503626ce/citiphon/go/	1
https://www.netflix.com/kr-en/login?serverState=%7B%22realm%22%3A%22growth%22%2C%22name%22%3A%22IDENTIFICATION%22%2C%22clcsSessionId%22%3A%222e0c8efb-57da-4f65-b2eb-5d8ffba0cdeb%22%2C%22sessionContext%22%3A%7B%22session-breadcrumbs%22%3A%7B%22funnel_name%22%3A%22loginWeb%22%7D%7D%7Dp	0
http://192.168.0.239/547efe0c19002dcf2dd5de7076114108/comsx/index.htm	1
https://www.roblox.com/login	0
http://192.168.0.239/d8f4446b976bbc6c5f418ef684dff15d/cpanell/cpwebmail/?email=test@gmail.com&locale=1	1
https://auth.fandom.com/signin?flow=060c08ce-d801-4d7e-aae6-b5c4660c9b97	0
http://192.168.0.239/eb8b6c42-cd99-4f47-b394-d44bdbdbfab4/Docu-Sign/index.htm	1
https://accounts.spotify.com/login?continue=https%3A%2F%2Fopen.spotify.com%2F	0
http://192.168.0.239/957db2f7314562e2071400e192a9ac3d/iccu/W/index.html#wa=wsignin1.0&rpsnv=13&ct=1539585327&rver=7.0.6737.0&wp=MBI_SSL&wreply=https%3a%2f%2foutlook.live.com%2fowa%2f%3fnlp%3d1%26RpsCsrfState%3d715d44a2-2f11-4282-f625-a066679e96e2&id=292841&CBCXT=out&lw=1&fl=dob%2cflname%2cwld&cobrandid=90015&domain=	1
https://www.paypal.com/signin?country.x=KR&locale.x=en_US&langTgl=en	0
