url	status
http://2chcn.com/wp-login.php	0
http://192.168.0.239/phishing-kit/0002579fe193115b939991543200f44c/m1/	1
http://avtp.sirsi.net/uhtbin/cgisirsi/?ps=3tiRa6RP2l/x/X/38/1/X	0
http://192.168.0.239/phishing-kit/0003bc16af24a9a8a1875956bd06b06f/dhl-cryptre-news/0abf96f74ab364a4/	1
http://barid.com/auth/lgn	0
http://192.168.0.239/phishing-kit/0003bc16af24a9a8a1875956bd06b06f/dhl-cryptre-news/0abf96f74ab364a4/webs/web1/	1
http://carnage2007.ru/	0
http://192.168.0.239/phishing-kit/0003bc16af24a9a8a1875956bd06b06f/dhl-cryptre-news/17d2ae929a6d8a82/	1
http://centres.jamb.gov.ng/	0
http://192.168.0.239/phishing-kit/0003bc16af24a9a8a1875956bd06b06f/dhl-cryptre-news/17d2ae929a6d8a82/webs/web1/	1
http://dailyhowtos.com/wp-login.php	0
http://192.168.0.239/phishing-kit/0003bc16af24a9a8a1875956bd06b06f/dhl-cryptre-news/2d4a067d0984f067/	1
http://dealerlogin.daikinindia.com/dealerlogin/login.asp	0
http://192.168.0.239/phishing-kit/0003bc16af24a9a8a1875956bd06b06f/dhl-cryptre-news/2d4a067d0984f067/webs/web1/	1
http://edollarearn.com/	0
http://192.168.0.239/phishing-kit/0003bc16af24a9a8a1875956bd06b06f/dhl-cryptre-news/6de42c03a04da6fd/	1
http://enewstree.com/discuz/portal.php	0
http://192.168.0.239/phishing-kit/0003bc16af24a9a8a1875956bd06b06f/dhl-cryptre-news/6de42c03a04da6fd/webs/web1/	1
http://fast8.cc/	0
http://192.168.0.239/phishing-kit/0003bc16af24a9a8a1875956bd06b06f/dhl-cryptre-news/6ead0ba47ffd6099/	1
http://golfzon.com/	0
http://192.168.0.239/phishing-kit/0003bc16af24a9a8a1875956bd06b06f/dhl-cryptre-news/6ead0ba47ffd6099/webs/web1/	1
http://id.fm-p.jp/	0
http://192.168.0.239/phishing-kit/0003bc16af24a9a8a1875956bd06b06f/dhl-cryptre-news/846a33d94cf109a2/	1
http://ivr.indiantts.co.in/en/	0
http://192.168.0.239/phishing-kit/0003bc16af24a9a8a1875956bd06b06f/dhl-cryptre-news/846a33d94cf109a2/webs/web1/	1
http://jetbux.ir/?v=r	0
http://192.168.0.239/phishing-kit/0003bc16af24a9a8a1875956bd06b06f/dhl-cryptre-news/8476e4958583abe6/	1
http://lsgkerala.gov.in/ml/user/login	0
http://192.168.0.239/phishing-kit/0003bc16af24a9a8a1875956bd06b06f/dhl-cryptre-news/8476e4958583abe6/webs/web1/	1
http://m.hongrenxs.net/mylogin.html	0
http://192.168.0.239/phishing-kit/0003bc16af24a9a8a1875956bd06b06f/dhl-cryptre-news/8b4e1413e06c83db/	1
http://m.yushuge.me/mylogin.html	0
http://192.168.0.239/phishing-kit/0003bc16af24a9a8a1875956bd06b06f/dhl-cryptre-news/8b4e1413e06c83db/webs/web1/	1
http://nguontvhay.com/	0
http://192.168.0.239/phishing-kit/0003bc16af24a9a8a1875956bd06b06f/dhl-cryptre-news/8ce88a4c4c499096/	1
http://partners.dgmaxinteractive.com/	0
http://192.168.0.239/phishing-kit/0003bc16af24a9a8a1875956bd06b06f/dhl-cryptre-news/8ce88a4c4c499096/webs/web1/	1
http://pekay.co.za/login?back=my-account	0
http://192.168.0.239/phishing-kit/0003bc16af24a9a8a1875956bd06b06f/dhl-cryptre-news/95679ca29fecb368/	1
http://plataformawindsor.com.mx/login/index.php	0
http://192.168.0.239/phishing-kit/0005a8cc87b3bdf5c10894aa557bd676/hjukiujyhgtrvfcdx/16957eed1f2c0ed0c24985fae68664f1/	1
http://redlinesp.org/newrlsp/	0
http://192.168.0.239/phishing-kit/0005a8cc87b3bdf5c10894aa557bd676/hjukiujyhgtrvfcdx/1cb3a1f489964ea5b7e8e05817001149/	1
http://sdmd.mowhs.gov.bt:8080/deptofroad_war/login	0
http://192.168.0.239/phishing-kit/0005a8cc87b3bdf5c10894aa557bd676/hjukiujyhgtrvfcdx/2ef26ee35148806525ea9d7bb96213d2/	1
http://shouxi.com/	0
http://192.168.0.239/phishing-kit/0005a8cc87b3bdf5c10894aa557bd676/hjukiujyhgtrvfcdx/30952248a2755ba2d004954015cecceb/	1
http://tcafe2a.com/bbs/login.php?url=%2F	0
http://192.168.0.239/phishing-kit/0005a8cc87b3bdf5c10894aa557bd676/hjukiujyhgtrvfcdx/3faaf34d347a402fde8823ef9097ec74/	1
http://user.ci123.com/account/Login?continue=http%3A%2F%2Fwww.ci123.com	0
http://192.168.0.239/phishing-kit/0005a8cc87b3bdf5c10894aa557bd676/hjukiujyhgtrvfcdx/6734cfdf3798b3a0302db0c330848e43/	1
http://user.ftchinese.com/register?_ga=2.223027103.541112007.1661664459-1370719381.1661664456	0
http://192.168.0.239/phishing-kit/0005a8cc87b3bdf5c10894aa557bd676/hjukiujyhgtrvfcdx/70ae83afefa8549407f4da9c50f3284e/	1
http://watchmovie.ac/login.html	0
http://192.168.0.239/phishing-kit/0005a8cc87b3bdf5c10894aa557bd676/hjukiujyhgtrvfcdx/a8c966d14beb680d038d704148c3ac03/	1
http://web.greentechinnov.net/es/user/login	0
http://192.168.0.239/phishing-kit/0005a8cc87b3bdf5c10894aa557bd676/hjukiujyhgtrvfcdx/d29916dbcfd20900b69236f27333b233/	1
http://www.100ppi.com/	0
http://192.168.0.239/phishing-kit/0005a8cc87b3bdf5c10894aa557bd676/hjukiujyhgtrvfcdx/f1c7f0266950ef2d187cbeb40d8c368d/	1
http://www.33456.com/accounts/login	0
http://192.168.0.239/phishing-kit/0005a8cc87b3bdf5c10894aa557bd676/hjukiujyhgtrvfcdx/f6ba8ec119edf381587dd108e8467846/	1
http://www.academictutorials.com/	0
http://192.168.0.239/phishing-kit/0005a8cc87b3bdf5c10894aa557bd676/hjukiujyhgtrvfcdx/store/	1
http://www.autospares.lv/	0
http://192.168.0.239/phishing-kit/0015b378042081b7c1fd90bea8a8ea0e/excel/	1
http://www.civilcn.com/e/member/login/	0
http://192.168.0.239/phishing-kit/002047f77d9b152c1cb7ed9db5313e58/mtb.com-bank/mtb.com-bank/	1
http://www.drama233.cc/	0
http://192.168.0.239/phishing-kit/002128ec59fe7e44e057c300bcd56761/fl/fems/	1
http://www.intellectlite.com/login.asp	0
http://192.168.0.239/phishing-kit/002958387dda685dc0aee412f155884d/wellsfargo/wels/info.php	1
http://www.jinmi.com/Login/index	0
http://192.168.0.239/phishing-kit/00606bdcd252ffdca889102dc99dbc97/open/	1
http://www.jvcxp.vip/	0
http://192.168.0.239/phishing-kit/008087c43872820f4b43350faf23d3b5/b/	1
http://www.kaixin001.com/	0
http://192.168.0.239/phishing-kit/00a850f274b2d0d7503d1f1040806f12/N26N/users/Login.ID-29832/	1
http://www.kookje.co.kr/kookje/admin/login.asp	0
http://192.168.0.239/phishing-kit/00ae13f3731ce765ff924199ecec7d34/hjukiujyhgtrvfcdx/2bfdb33c16e9afcd5b5e54bd1db7fc50/	1
http://www.kuaidi.com/login.html	0
