url,crp_detected,dummy_filled,verdict,time_ms
http://192.168.0.239/ac7aaf550d36c38a4511d85bdbac4647/53/ndex.php,TRUE,TRUE,PHISHING,6694
http://192.168.0.239/59cbcb92a2e37be93325ae4fe1761754/53/ndex.php,TRUE,TRUE,PHISHING,9240
http://192.168.0.239/www.wisefinserv.com_128.zip_d5e185165e5b200271b1/128/index.html,TRUE,TRUE,SAFE,5157
http://192.168.0.239/3bdf16c53b08d767c100482629777f7a/2/MIC/,TRUE,TRUE,PHISHING,3254
http://192.168.0.239/170106c383b43eac7bae92a974de3369/acceso/es/clients/login.php?verification#_,TRUE,TRUE,PHISHING,3966
http://192.168.0.239/4d370fa1-2827-4593-868a-9eab1c68f3e5/Alimail/?email=test@gmail.com,TRUE,TRUE,SAFE,5101
http://192.168.0.239/a3ca15b929c556f04c2c1bc1b2ecc4e5/amefirst/DOMAIN/index.html#wa=wsignin1.0&rpsnv=13&ct=1539585327&rver=7.0.6737.0&wp=MBI_SSL&wreply=https%3a%2f%2foutlook.live.com%2fowa%2f%3fnlp%3d1%26RpsCsrfState%3d715d44a2-2f11-4282-f625-a066679e96e2&id=292841&CBCXT=out&lw=1&fl=dob%2cflname%2cwld&cobrandid=90015&domain=,TRUE,TRUE,SAFE,5081
http://192.168.0.239/b76492995a7f3760d85424bb3add0dc6/aollfss/aollfss/aollfss/aolfs/login.php,TRUE,TRUE,SAFE,5092
http://192.168.0.239/2ec4ddd4-1cb7-49ea-a0b3-8b83b846cf94/asdf/17119f2a092519b2489474c7442cea48/index.html,TRUE,TRUE,PHISHING,5245
http://192.168.0.239/27c5eeec7b123f85287987d7f8d03f0f/arves/login.php,TRUE,TRUE,SAFE,5093
http://192.168.0.239/3a14a23d4bb8a2d06ee845d0e6cca5f1/BDO/sso/login.php,TRUE,TRUE,PHISHING,5255
http://192.168.0.239/76dd4e691811d5e9d927fabe503626ce/citiphon/go/,TRUE,TRUE,PHISHING,7387
http://192.168.0.239/547efe0c19002dcf2dd5de7076114108/comsx/index.htm,TRUE,TRUE,PHISHING,5284
http://192.168.0.239/d8f4446b976bbc6c5f418ef684dff15d/cpanell/cpwebmail/?email=test@gmail.com&locale=1,TRUE,TRUE,PHISHING,3899
http://192.168.0.239/eb8b6c42-cd99-4f47-b394-d44bdbdbfab4/Docu-Sign/index.htm,TRUE,TRUE,PHISHING,3356
http://192.168.0.239/957db2f7314562e2071400e192a9ac3d/iccu/W/index.html#wa=wsignin1.0&rpsnv=13&ct=1539585327&rver=7.0.6737.0&wp=MBI_SSL&wreply=https%3a%2f%2foutlook.live.com%2fowa%2f%3fnlp%3d1%26RpsCsrfState%3d715d44a2-2f11-4282-f625-a066679e96e2&id=292841&CBCXT=out&lw=1&fl=dob%2cflname%2cwld&cobrandid=90015&domain=,TRUE,TRUE,PHISHING,8132
http://192.168.0.239/forumdecorator.com_Linkedin-auto.zip_3bbd7ec381bee3dbc4db/57t2nmtxqee9lare5pyz3g4g.php?client_id=C7F1B4A164C7F1B68966EAE847D28BFA&response_mode=form_post&response_type=code+id_token&scope=openid+profile&email=&Connect_Authentication_Properties&&nonce=1922883069c7f1b4a164c7f1b68966eae847d28bfa&redirect_uri=&ui_locales=en-US&mkt=en-US,TRUE,TRUE,PHISHING,3817
http://192.168.0.239/kaamwalibais.co.in_ion.zip_f59ac8d4160a8e401ebc/ion/index.htm,TRUE,TRUE,PHISHING,6558
http://192.168.0.239/0f3090605ce27606986bada7a8c50ff2/IT/IT/torsion/index.php,TRUE,TRUE,PHISHING,7611
http://192.168.0.239/2c6c85219c9a1a8cbe20da1ac574b1be/Keesler/index.html,TRUE,TRUE,PHISHING,6814
http://192.168.0.239/ad98839bf79fad93001f6b7d5908bcc3/Komelediens/Telekom/account/completion/landing/introduction/confir.php?email=test@gmail.com,TRUE,TRUE,PHISHING,7596
http://192.168.0.239/bdee12e025b32274dea599e09d9a539d/kunden-login/index.html,TRUE,TRUE,PHISHING,4932
http://192.168.0.239/www.setup-payee-via.com_lloyds.zip_0e456c360f61551ee101/lloyds/Login.php,TRUE,TRUE,SAFE,13323
http://192.168.0.239/57f0669aae931d639b06ea9d4b22f0b5/lmcu/,TRUE,TRUE,PHISHING,8591
http://192.168.0.239/c8f66a95111cdc0399d48c217d263794/lnkl/ios/oauth2/,TRUE,TRUE,PHISHING,3468
http://192.168.0.239/1b9ed6bb75db7a95085797d5f28b771f/lnterac/etransfer/accts.php?email=test@gmail.com,TRUE,TRUE,SAFE,13314
http://192.168.0.239/186cc3f478e0718424c72d9c0c15ae02/log/default.php,TRUE,TRUE,SAFE,15299
http://192.168.0.239/c8d396d89ed12eb43499fe2696feafb7/look/?login=test@gmail.com,TRUE,TRUE,PHISHING,6161
http://192.168.0.239/ad29b517a3e39c60143bb8ac067b4475/login/login.php,TRUE,TRUE,SAFE,15425
