url_length,hostname_length,ip,total_of.,total_of-,total_of@,total_of?,total_of&,total_of=,total_of_,total_of~,total_of%,total_of/,total_of*,total_of:,"total_of,",total_of;,total_of$,total_of_www,total_of_com,total_of_http_in_path,https_token,ratio_digits_url,ratio_digits_host,punycode,port,tld_in_path,tld_in_subdomain,abnormal_subdomain,nb_subdomains,prefix_suffix,random_domain,shortening_service,path_extension,nb_redirection,nb_external_redirection,length_words_raw,char_repeat,shortest_words_raw,shortest_word_host,shortest_word_path,longest_words_raw,longest_word_host,longest_word_path,avg_words_raw,avg_word_host,avg_word_path,phish_hints,domain_in_brand,brand_in_subdomain,brand_in_path,suspecious_tld,statistical_report,nb_hyperlinks,ratio_intHyperlinks,ratio_extHyperlinks,nb_extCSS,ratio_extRedirection,ratio_extErrors,login_form,external_favicon,links_in_tags,ratio_intMedia,ratio_extMedia,iframe,popup_window,safe_anchor,onmouseover,right_clic,empty_title,domain_in_title,domain_with_copyright,whois_registered_domain,domain_registration_length,domain_age,web_traffic,dns_record,google_index,page_rank,status
16,9,1,1,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,1,0.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,5,5,0,5,5,0,5.0,5.0,0.0,0,0,0,0,1,0,13,0.692307692,0.307692308,1,0.0,0.0,0,1,66.66666667,0.0,0.0,0,0,100.0,0,0,0,0,0,0,323,41,0,0,0,1,0
28,19,1,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,0,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,12,12,0,7.5,7.5,0.0,0,0,0,0,0,0,19,0.842105263,0.157894737,0,0.0,0.0,0,0,57.14285714,100.0,0.0,0,0,100.0,0,0,0,1,0,0,4,4252,6983499,0,0,3,0
103,17,1,3,0,0,0,0,0,8,0,0,4,0,1,0,0,0,1,0,0,1,0.0,0.0,0,0,0,0,0,3,0,0,0,0,0,0,13,3,2,3,2,10,9,10,6.153846154,6.0,6.181818182,0,0,0,0,0,0,12,1.0,0.0,0,0.0,0.0,0,0,100.0,0.0,0.0,0,0,0.0,0,0,0,1,0,0,200,3453,378322,0,1,4,0
28,20,1,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,4,3,3,0,13,13,0,8.0,8.0,0.0,0,0,0,0,0,0,15,0.466666667,0.533333333,2,0.0,0.25,0,1,50.0,0.0,0.0,0,0,100.0,0,0,0,1,1,0,233,4515,0,0,0,3,0
41,17,1,2,0,0,0,0,0,0,0,0,4,0,1,0,0,0,1,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,3,3,3,3,15,15,10,15,9.333333333,6.5,15.0,1,0,0,0,0,0,31,0.35483871,0.64516129,0,0.4,0.0,0,0,100.0,100.0,0.0,0,0,0.0,0,0,0,1,1,0,205,160,0,0,1,0,1
145,17,0,3,1,0,1,6,7,1,0,0,5,0,1,0,6,0,0,0,0,0,0.096551724,0.0,0,0,0,0,0,3,0,0,0,0,0,0,20,3,1,10,1,13,10,13,5.5,10.0,5.263157895,1,0,0,0,0,0,8,1.0,0.0,0,0.0,0.0,0,0,100.0,100.0,0.0,0,0,0.0,0,0,0,1,0,0,84,4003,0,0,1,0,1
57,18,1,3,0,0,1,0,1,0,0,0,3,0,1,0,0,0,1,0,0,1,0.105263158,0.166666667,0,0,0,0,0,3,0,1,0,0,0,0,6,3,3,3,3,12,10,12,6.833333333,6.5,7.0,2,0,0,0,0,0,35,0.571428571,0.428571429,0,0.4,0.066666667,0,0,40.0,0.0,100.0,0,0,26.66666667,0,0,0,1,0,0,293,4454,1467571,0,0,4,0
145,17,1,3,1,0,1,6,7,1,0,0,5,0,1,0,6,0,0,0,0,0,0.096551724,0.0,0,0,0,0,0,3,0,0,0,0,0,0,20,3,1,10,1,13,10,13,5.5,10.0,5.263157895,1,0,0,0,0,0,8,1.0,0.0,0,0.0,0.0,0,0,100.0,100.0,0.0,0,0,0.0,0,0,0,1,0,0,84,4003,0,0,1,0,1
77,17,1,2,0,0,0,0,0,5,0,0,4,0,1,0,0,0,0,0,0,0,0.038961039,0.0,0,0,0,0,0,2,0,0,0,0,0,0,9,0,2,2,3,10,10,10,6.333333333,6.0,6.428571429,0,0,0,0,0,0,110,0.9,0.1,0,0.363636364,0.0,0,0,100.0,100.0,0.0,0,0,21.42857143,0,0,0,0,0,0,406,6168,3204,0,0,5,0
29,21,0,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,1,0,2,4,3,3,0,13,13,0,8.0,8.0,0.0,0,0,0,0,0,0,45,0.733333333,0.266666667,0,0.25,0.083333333,0,1,55.55555556,66.66666667,33.33333333,0,0,42.85714286,0,0,0,1,0,0,290,1535,1758310,0,0,4,0
27,19,1,2,0,0,0,0,0,0,0,0,3,0,1,0,0,0,1,0,0,1,0.0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,2,3,3,3,0,12,12,0,7.5,7.5,0.0,0,0,0,0,0,0,74,0.851351351,0.148648649,0,0.363636364,0.0,0,0,53.84615385,82.35294118,17.64705882,0,0,0.0,0,0,0,1,0,0,327,4055,1914295,0,0,2,0
